49116|Honey|Waddell|F|1947|single|27 North Coshocton Boulevard|33626|Istanbul|51683|Istanbul|52624|52788|633-133-9236|G: 130,000 - 149,999|11000|Waddell@company.example.com|Customer total|52772||01/01/1998||I
2672|Honey|Waddell|F|1965|married|37 East Sagadahoc Street|45815|Batu Ferringhi|51169|Penang|52700|52769|673-207-7375|G: 130,000 - 149,999|1500|Waddell@company.example.com|Customer total|52772||01/01/1998||A
6227|Honey|Waddell|F|1950||47 Geneva Road|42408|Zeist|52530|Utrecht|52750|52770|418-379-6646|G: 130,000 - 149,999|7000|Waddell@company.example.com|Customer total|52772||01/01/1998||I
9782|Honey|Waddell|F|1971|single|47 North Toa Alta Road|63033|Groningen|51593|Groningen|52612|52770|291-236-3024|G: 130,000 - 149,999|9000|Waddell@company.example.com|Customer total|52772||01/01/1998||I
13339|Honey|Waddell|F|1953|married|57 West Kanabec Drive|38931|Cape Town|51315|South Africa|52740|52791|250-194-4516|G: 130,000 - 149,999|1500|Waddell@company.example.com|Customer total|52772||01/01/1998||I
16894|Honey|Waddell|F|1974||67 East 3rd Avenue|30828|Downham Market|51396|England - Norfolk|52591|52789|453-613-3351|G: 130,000 - 149,999|7000|Waddell@company.example.com|Customer total|52772||01/01/1998||I
20449|Honey|Waddell|F|1967|single|67 South Mcintosh Avenue|70788|Emmen|51451|Drenthe|52579|52770|634-269-5887|G: 130,000 - 149,999|9000|Waddell@company.example.com|Customer total|52772||01/01/1998||I
24005|Honey|Waddell|F|1951|married|77 North Bradford Avenue|51527|Altrincham|51061|England - Greater Manchester|52590|52789|514-133-3855|G: 130,000 - 149,999|1500|Waddell@company.example.com|Customer total|52772||01/01/1998||I
27560|Honey|Waddell|F|1958||87 East Packard Avenue|77287|Kuala Lumpur|51739|Kuala Lumpur|52639|52769|409-207-4800|G: 130,000 - 149,999|7000|Waddell@company.example.com|Customer total|52772||01/01/1998||I
31116|Honey|Waddell|F|1985|single|97 Coshocton Avenue|78769|Wroclaw|52517|Wroclaw|52767|52786|657-379-6260|G: 130,000 - 149,999|9000|Waddell@company.example.com|Customer total|52772||01/01/1998||I
34672|Honey|Waddell|F|1976|married|97 North Sagadahoc Avenue|90285|Hyderabad|51673|Andhra Pradesh|52547|52771|591-236-8166|G: 130,000 - 149,999|1500|Waddell@company.example.com|Customer total|52772||01/01/1998||I
39116|Honey|Wagner|F|1961|single|107 North Coshocton Avenue|40576|Wageningen|52492|Gelderland|52610|52770|158-269-6651|G: 130,000 - 149,999|9000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
42671|Honey|Wagner|F|1972|married|117 East Sagadahoc Avenue|89484|Bristol|51219|England - Avon|52588|52789|465-133-4622|G: 130,000 - 149,999|1500|Wagner@company.example.com|Customer total|52772||01/01/1998||I
19903|Honey|Wagner|F|1949||17 West 3rd Court|81052|Delft|51383|Zuid-Holland|52771|52770|177-133-9636|G: 130,000 - 149,999|9000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
46449|Honey|Wagner|F|1950|single|27 Mcintosh Boulevard|46274|Adelaide|51045|South Australia|52741|52774|475-207-3199|G: 130,000 - 149,999|9000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
50005|Honey|Wagner|F|1946|married|27 South Bradford Boulevard|87551|Soest|52318|Utrecht|52750|52770|273-379-9477|G: 130,000 - 149,999|3000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
3561|Honey|Wagner|F|1978||37 West Packard Street|63033|Groningen|51593|Groningen|52612|52770|223-236-3304|G: 130,000 - 149,999|7000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
7116|Honey|Wagner|F|1949|single|47 East Coshocton Road|91316|Darwin|51381|Northern Territory|52687|52774|389-194-2099|G: 130,000 - 149,999|11000|Wagner@company.example.com|Customer total|52772||01/01/1998||A
10671|Honey|Wagner|F|1951|married|47 South Sagadahoc Road|36230|Sao Paulo City|52295|Sao Paulo|52735|52775|215-613-8759|G: 130,000 - 149,999|1500|Wagner@company.example.com|Customer total|52772||01/01/1998||I
14227|Honey|Wagner|F|1948||57 North Geneva Drive|48557|Aladdin|51048|WY|52763|52790|359-269-9175|G: 130,000 - 149,999|9000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
17783|Honey|Wagner|F|1963|single|67 East Toa Alta Avenue|51527|Altrincham|51061|England - Greater Manchester|52590|52789|385-133-2597|G: 130,000 - 149,999|9000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
21338|Honey|Wagner|F|1969|married|77 Kanabec Avenue|76486|Buenos Aires|51223|Buenos Aires|52566|52773|641-207-2313|G: 130,000 - 149,999|1500|Wagner@company.example.com|Customer total|52772||01/01/1998||I
24894|Honey|Wagner|F|1946||77 South 3rd Avenue|78769|Wroclaw|52517|Wroclaw|52767|52786|520-379-2614|G: 130,000 - 149,999|9000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
28449|Honey|Wagner|F|1947|single|87 West Mcintosh Avenue|38293|Zaandam|52527|Noord-Holland|52683|52770|483-236-2089|G: 130,000 - 149,999|11000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
32004|Honey|Wagner|F|1951|married|97 East Bradford Avenue|54930|Shah Alam|52307|Selangor|52738|52769|241-194-2160|G: 130,000 - 149,999|1500|Wagner@company.example.com|Customer total|52772||01/01/1998||I
35561|Honey|Wagner|F|1970||97 South Packard Avenue|42058|Niteroi|51984|Rio de Janeiro|52713|52775|442-613-9733|G: 130,000 - 149,999|7000|Wagner@company.example.com|Customer total|52772||01/01/1998||I
36450|Hope|Barnhouse|M|1962|single|107 Mckenzie Avenue|67843|Arbuckle|51069|CA|52567|52790|358-226-5817|K: 250,000 - 299,999|15000|Barnhouse@company.example.com|Customer total|52772||01/01/1998||I
40006|Hope|Barnhouse|M|1989||107 South Braxton Avenue|63736|Killarney|51728|Kerry|52637|52772|567-692-6222|K: 250,000 - 299,999|11000|Barnhouse@company.example.com|Customer total|52772||01/01/1998||I
43561|Hope|Barnhouse|M|1980|married|117 West Page Avenue|31933|Barcelona|51164|Barcelona|52560|52778|607-248-1828|K: 250,000 - 299,999|7000|Barnhouse@company.example.com|Customer total|52772||01/01/1998||I
38238|Idette|Berry|F|1944|married|107 West Grand Canyon Avenue|60994|Elba|51447|MN|52656|52790|293-176-3728|C: 50,000 - 69,999|1500|Berry@company.example.com|Customer total|52772||01/01/1998||I
41793|Idette|Berry|F|1927||117 Trujillo Alto Avenue|88021|Sully|52333|IA|52618|52790|654-257-6941|C: 50,000 - 69,999|9000|Berry@company.example.com|Customer total|52772||01/01/1998||I
45348|Idette|Berry|F|1932||117 South King Avenue|86539|Plains|52111|MT|52659|52790|610-610-7119|C: 50,000 - 69,999|9000|Berry@company.example.com|Customer total|52772||01/01/1998||I
11125|Idette|Berry|F|1936||17 East Brookings Court|58941|Koblenz|51734|Rheinland-Pfalz|52710|52776|549-257-6104|C: 50,000 - 69,999|9000|Berry@company.example.com|Customer total|52772||01/01/1998||I
45572|Idette|Berry|F|1978|married|17 South Passaic Court|81853|Mandelieu la Napoule|51897|Provence-Alpes-Cote d'Azur|52701|52779|426-610-9181|C: 50,000 - 69,999|1500|Berry@company.example.com|Customer total|52772||01/01/1998||I
49127|Idette|Berry|F|1953||27 North Currituck Boulevard|51815|Canaseraga|51308|NY|52679|52790|586-528-3766|C: 50,000 - 69,999|7000|Berry@company.example.com|Customer total|52772||01/01/1998||I
2683|Idette|Berry|F|1955||37 East Salt Lake Street|92237|Orangeville|52036|IL|52619|52790|413-287-4479|C: 50,000 - 69,999|9000|Berry@company.example.com|Customer total|52772||01/01/1998||A
6238|Idette|Berry|F|1950|married|47 Grand Canyon Road|32614|Laluz|51784|NM|52671|52790|354-399-5405|C: 50,000 - 69,999|1500|Berry@company.example.com|Customer total|52772||01/01/1998||A
9793|Idette|Berry|F|1956||47 North Trujillo Alto Road|75704|Saint-Emilion|52282|Aquitaine|52548|52779|286-594-7751|C: 50,000 - 69,999|7000|Berry@company.example.com|Customer total|52772||01/01/1998||I
13350|Idette|Berry|F|1929||57 West King Drive|36480|Mount Morris|51926|IL|52619|52790|315-176-6221|C: 50,000 - 69,999|11000|Berry@company.example.com|Customer total|52772||01/01/1998||I
16905|Idette|Berry|F|1975|married|67 East Aitkin Avenue|60874|Elche|51448|Alicante|52544|52778|321-257-4917|C: 50,000 - 69,999|1500|Berry@company.example.com|Customer total|52772||01/01/1998||I
20460|Idette|Berry|F|1976||67 South Mellette Avenue|43329|Attica|51078|NY|52679|52790|344-610-7951|C: 50,000 - 69,999|7000|Berry@company.example.com|Customer total|52772||01/01/1998||I
24016|Idette|Berry|F|1933||77 North Brookings Avenue|68975|Buckley|51222|WA|52757|52790|585-528-5544|C: 50,000 - 69,999|9000|Berry@company.example.com|Customer total|52772||01/01/1998||I
27571|Idette|Berry|F|1952|married|87 East Passaic Avenue|43866|Perry|52107|IL|52619|52790|525-287-4507|C: 50,000 - 69,999|1500|Berry@company.example.com|Customer total|52772||01/01/1998||I
31127|Idette|Berry|F|1925||97 Currituck Avenue|43780|Morris|51923|MN|52656|52790|443-399-8823|C: 50,000 - 69,999|9000|Berry@company.example.com|Customer total|52772||01/01/1998||I
34683|Idette|Berry|F|1942||97 North Salt Lake Avenue|84381|Offenbach|52031|Hessen|52617|52776|232-594-7703|C: 50,000 - 69,999|9000|Berry@company.example.com|Customer total|52772||01/01/1998||I
39127|Idette|Livesay|F|1946||107 North Currituck Avenue|80202|Birchwood|51191|TN|52744|52790|268-610-9812|C: 50,000 - 69,999|7000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
42682|Idette|Livesay|F|1967||117 East Salt Lake Avenue|64150|Berchtesgaden|51179|Bayern|52561|52776|455-528-4336|C: 50,000 - 69,999|9000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
20014|Idette|Livesay|F|1931|married|17 West Aitkin Court|56778|Birch Run|51190|MI|52654|52790|614-528-9689|C: 50,000 - 69,999|1500|Livesay@company.example.com|Customer total|52772||01/01/1998||I
46460|Idette|Livesay|F|1958||27 Mellette Boulevard|69205|St. Didier|52323|Brittany|52565|52779|557-287-8185|C: 50,000 - 69,999|7000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
50016|Idette|Livesay|F|1977||27 South Brookings Boulevard|67373|Frederikshavn|51520|North Jutland|52685|52777|114-399-6942|C: 50,000 - 69,999|9000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
3572|Idette|Livesay|F|1928|married|37 West Passaic Street|43496|Cap d'Antibes, Le|51313|Provence-Alpes-Cote d'Azur|52701|52779|550-594-1923|C: 50,000 - 69,999|3000|Livesay@company.example.com|Customer total|52772||01/01/1998||A
7127|Idette|Livesay|F|1964||47 East Currituck Road|32945|El Campello|51445|Alicante|52544|52778|118-176-7560|C: 50,000 - 69,999|7000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
10682|Idette|Livesay|F|1980||47 South Salt Lake Road|47425|Chambery|51322|Rhtne-Alpes|52711|52779|515-257-6952|C: 50,000 - 69,999|9000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
14238|Idette|Livesay|F|1932|married|57 North Grand Canyon Drive|46394|Passau|52104|Bayern|52561|52776|137-610-8640|C: 50,000 - 69,999|1500|Livesay@company.example.com|Customer total|52772||01/01/1998||A
17794|Idette|Livesay|F|1941||67 East Trujillo Alto Avenue|77306|Berkley|51182|IA|52618|52790|429-528-9592|C: 50,000 - 69,999|7000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
21349|Idette|Livesay|F|1971||77 King Avenue|42528|Knowles|51733|OK|52689|52790|419-287-4979|C: 50,000 - 69,999|9000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
24905|Idette|Livesay|F|1969|married|77 South Aitkin Avenue|37347|Strasbourg|52330|Alsace|52546|52779|564-399-8376|C: 50,000 - 69,999|1500|Livesay@company.example.com|Customer total|52772||01/01/1998||I
28460|Idette|Livesay|F|1931||87 West Mellette Avenue|79239|Timken|52370|KS|52630|52790|267-594-4368|C: 50,000 - 69,999|7000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
32015|Idette|Livesay|F|1943||97 East Brookings Avenue|31813|Aline|51052|OK|52689|52790|627-176-9576|C: 50,000 - 69,999|9000|Livesay@company.example.com|Customer total|52772||01/01/1998||I
35572|Idette|Livesay|F|1961|married|97 South Passaic Avenue|30985|Chemnitz|51323|Sachsen|52731|52776|186-257-8629|C: 50,000 - 69,999|1500|Livesay@company.example.com|Customer total|52772||01/01/1998||I
37349|Idette|Stokley|F|1938||107 East King Avenue|85388|Artas|51072|SD|52725|52790|247-399-6382|C: 50,000 - 69,999|9000|Stokley@company.example.com|Customer total|52772||01/01/1998||I
40904|Idette|Stokley|F|1939|married|117 Aitkin Avenue|35348|Foxborough|51516|MA|52649|52790|292-594-4614|C: 50,000 - 69,999|1500|Stokley@company.example.com|Customer total|52772||01/01/1998||I
44460|Idette|Stokley|F|1940||117 North Mellette Avenue|45450|Bourg-la-Reine|51209|Ile-de-France|52623|52779|471-176-2129|C: 50,000 - 69,999|7000|Stokley@company.example.com|Customer total|52772||01/01/1998||I
2237|Idette|Stokley|F|1940||17 Currituck Court|38517|Selmer|52304|TN|52744|52790|486-594-2538|C: 50,000 - 69,999|7000|Stokley@company.example.com|Customer total|52772||01/01/1998||A
37792|Idette|Stokley|F|1959||17 North Salt Lake Court|43134|Freiburg|51521|Baden-Wuerttemberg|52559|52776|697-176-9480|C: 50,000 - 69,999|9000|Stokley@company.example.com|Customer total|52772||01/01/1998||I
48238|Idette|Stokley|F|1965|married|27 West Grand Canyon Boulevard|48151|Levallois-Perret|51794|Ile-de-France|52623|52779|142-257-1620|C: 50,000 - 69,999|1500|Stokley@company.example.com|Customer total|52772||01/01/1998||I
1794|Idette|Stokley|F|1930||37 Trujillo Alto Street|35228|Bad Schwartau|51156|Schleswig-Holstein|52736|52776|299-610-3845|C: 50,000 - 69,999|7000|Stokley@company.example.com|Customer total|52772||01/01/1998||I
5349|Idette|Stokley|F|1935||37 South King Street|55526|Alma|51056|AR|52540|52790|596-528-4776|C: 50,000 - 69,999|9000|Stokley@company.example.com|Customer total|52772||01/01/1998||A
50914|Inga|Vance|M|1946|married|37 Allegheny Street|34216|Murnau|51934|Bayern|52561|52776|336-436-7615|G: 130,000 - 149,999|7000|Vance@company.example.com|Customer total|52772||01/01/1998||I
4471|Inga|Vance|M|1978||37 North Milbrae Street|61189|Evinston|51459|FL|52595|52790|535-388-7492|G: 130,000 - 149,999|10000|Vance@company.example.com|Customer total|52772||01/01/1998||A
8026|Inga|Vance|M|1949|single|47 West Butterfly Road|48346|Noma|51985|FL|52595|52790|554-405-9514|G: 130,000 - 149,999|5000|Vance@company.example.com|Customer total|52772||01/01/1998||A
11581|Inga|Vance|M|1951|married|57 Phelps Drive|59411|Henley-on-Thames|51659|England - Oxfordshire|52592|52789|210-150-2475|G: 130,000 - 149,999|5000|Vance@company.example.com|Customer total|52772||01/01/1998||I
15137|Inga|Vance|M|1948||57 South Davison Drive|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|573-738-6491|G: 130,000 - 149,999|15000|Vance@company.example.com|Customer total|52772||01/01/1998||I
18692|Inga|Vance|M|1963|single|67 West San Miguel Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|209-170-8604|G: 130,000 - 149,999|3000|Vance@company.example.com|Customer total|52772||01/01/1998||I
25447|Inga|Vance|M|1977|married|7 South Greenwood Circle|83124|Weston-super-Mare|52507|England - Avon|52588|52789|244-738-8734|G: 130,000 - 149,999|5000|Vance@company.example.com|Customer total|52772||01/01/1998||I
22248|Inga|Vance|M|1969|married|77 East Greenwood Avenue|74793|Lunel|51812|Languedoc-Roussillon|52645|52779|622-672-5061|G: 130,000 - 149,999|5000|Vance@company.example.com|Customer total|52772||01/01/1998||I
25804|Inga|Vance|M|1946||77 South University Avenue|69776|Hiseville|51663|KY|52632|52790|414-436-2140|G: 130,000 - 149,999|15000|Vance@company.example.com|Customer total|52772||01/01/1998||I
29359|Inga|Vance|M|1947|single|87 North La Crosse Avenue|86319|Salamanca|52286|Salamanca|52733|52778|604-388-9269|G: 130,000 - 149,999|5000|Vance@company.example.com|Customer total|52772||01/01/1998||I
32914|Inga|Vance|M|1951|married|97 West Allegheny Avenue|73216|Frederick|51519|CO|52569|52790|470-405-1902|G: 130,000 - 149,999|5000|Vance@company.example.com|Customer total|52772||01/01/1998||I
37359|Inga|Walsh|M|1945|single|107 East La Crosse Avenue|85057|Cardiff|51316|Wales - South Glamorgan|52764|52789|263-170-5736|G: 130,000 - 149,999|5000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
40914|Inga|Walsh|M|1979|married|117 Allegheny Avenue|64852|Helmond|51657|Noord-Brabant|52682|52770|524-672-5088|G: 130,000 - 149,999|5000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
44470|Inga|Walsh|M|1980||117 North Milbrae Avenue|74342|Lisburn|51799|Northern Ireland - County Antr|52686|52789|570-436-4599|G: 130,000 - 149,999|10000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
2337|Inga|Walsh|M|1966||17 Davison Court|51080|Stein|52325|Limburg|52646|52770|469-672-1466|G: 130,000 - 149,999|10000|Walsh@company.example.com|Customer total|52772||01/01/1998||A
37892|Inga|Walsh|M|1983|single|17 North San Miguel Court|55296|Clifton|51332|England - Avon|52588|52789|154-436-6067|G: 130,000 - 149,999|3000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
48248|Inga|Walsh|M|1952|married|27 West Greenwood Boulevard|72860|Koeln|51735|Nordrhein-Westfalen|52684|52776|534-388-5733|G: 130,000 - 149,999|5000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
1804|Inga|Walsh|M|1955||37 University Street|48346|Noma|51985|FL|52595|52790|392-405-8494|G: 130,000 - 149,999|10000|Walsh@company.example.com|Customer total|52772||01/01/1998||A
5359|Inga|Walsh|M|1950|single|37 South La Crosse Street|71750|Salthill|52287|Galway|52608|52772|433-150-2968|G: 130,000 - 149,999|3000|Walsh@company.example.com|Customer total|52772||01/01/1998||A
8915|Inga|Walsh|M|1947|married|47 North Allegheny Road|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|333-738-5349|G: 130,000 - 149,999|7000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
12471|Inga|Walsh|M|1952||57 East Milbrae Drive|59500|El Sobrante|51446|CA|52567|52790|360-170-6772|G: 130,000 - 149,999|10000|Walsh@company.example.com|Customer total|52772||01/01/1998||A
16026|Inga|Walsh|M|1948|single|67 Butterfly Avenue|61795|Eindhoven|51444|Noord-Brabant|52682|52770|309-672-5743|G: 130,000 - 149,999|5000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
19581|Inga|Walsh|M|1982|married|67 North Phelps Avenue|40804|Badalona|51158|Barcelona|52560|52778|404-436-5074|G: 130,000 - 149,999|5000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
23136|Inga|Walsh|M|1957||77 West Davison Avenue|39318|Torrevieja|52374|Alicante|52544|52778|279-388-5345|G: 130,000 - 149,999|10000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
26693|Inga|Walsh|M|1959|single|87 San Miguel Avenue|30000|Rio de Janeiro|52167|Rio de Janeiro|52713|52775|403-405-5491|G: 130,000 - 149,999|3000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
30248|Inga|Walsh|M|1954|married|87 South Greenwood Avenue|78371|Inverness|51681|Scotland - Highlands and Islands|52737|52789|541-150-6351|G: 130,000 - 149,999|5000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
33803|Inga|Walsh|M|1960||97 West University Avenue|78558|Los Angeles|51806|CA|52567|52790|558-738-6607|G: 130,000 - 149,999|10000|Walsh@company.example.com|Customer total|52772||01/01/1998||I
36471|Ingrid|Grimes|F|1944|married|107 Mills Avenue|55787|Montara|51919|CA|52567|52790|363-437-2759|G: 130,000 - 149,999|3000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
40027|Ingrid|Grimes|F|1968||107 South Bureau Avenue|54845|Haswell|51651|CO|52569|52790|181-518-6899|G: 130,000 - 149,999|7000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
43582|Ingrid|Grimes|F|1984|single|117 West Phillips Avenue|57128|Barry|51166|Wales - South Glamorgan|52764|52789|577-459-8462|G: 130,000 - 149,999|9000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
29014|Ingrid|Grimes|F|1979|married|17 West Upshur Court|59061|Sanibel|52292|FL|52595|52790|389-459-2394|G: 130,000 - 149,999|1500|Grimes@company.example.com|Customer total|52772||01/01/1998||I
47360|Ingrid|Grimes|F|1980||27 East La Jolla Boulevard|50385|Wakefield|52493|England - West Yorkshire|52594|52789|215-266-6059|G: 130,000 - 149,999|7000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
50915|Ingrid|Grimes|F|1945|single|37 Allen Street|34216|Murnau|51934|Bayern|52561|52776|359-387-7201|G: 130,000 - 149,999|11000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
4472|Ingrid|Grimes|F|1956|married|37 North Mills Street|61189|Evinston|51459|FL|52595|52790|385-741-2266|G: 130,000 - 149,999|1500|Grimes@company.example.com|Customer total|52772||01/01/1998||A
8027|Ingrid|Grimes|F|1941||47 West Bureau Road|48346|Noma|51985|FL|52595|52790|641-439-1384|G: 130,000 - 149,999|9000|Grimes@company.example.com|Customer total|52772||01/01/1998||A
11582|Ingrid|Grimes|F|1946|single|57 Phillips Drive|59411|Henley-on-Thames|51659|England - Oxfordshire|52592|52789|520-437-7216|G: 130,000 - 149,999|11000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
15138|Ingrid|Grimes|F|1948|married|57 South Day Drive|85858|Karlsruhe|51718|Baden-Wuerttemberg|52559|52776|483-518-2376|G: 130,000 - 149,999|3000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
18693|Ingrid|Grimes|F|1943||67 West San Sebastian Avenue|65910|Great Yarmouth|51590|England - Norfolk|52591|52789|241-459-1484|G: 130,000 - 149,999|9000|Grimes@company.example.com|Customer total|52772||01/01/1998||I
45367|Jacqueline|Hanes|F|1962|single|117 South Lagrange Avenue|49147|Almeria|51058|Almeria|52545|52778|369-734-2364|B: 30,000 - 49,999|1500|Hanes@company.example.com|Customer total|52772||01/01/1998||I
11324|Jacqueline|Hanes|F|1976|single|17 East Calaveras Court|66437|Asten|51075|Noord-Brabant|52682|52770|215-377-6049|B: 30,000 - 49,999|1500|Hanes@company.example.com|Customer total|52772||01/01/1998||I
45591|Jacqueline|Hanes|F|1924|married|17 South Placer Court|40365|Tralee|52379|Kerry|52637|52772|359-734-3156|B: 30,000 - 49,999|3000|Hanes@company.example.com|Customer total|52772||01/01/1998||I
49146|Jacqueline|Hanes|F|1963||27 North Dekalb Boulevard|57929|Heilbronn|51656|Baden-Wuerttemberg|52559|52776|385-634-6538|B: 30,000 - 49,999|1500|Hanes@company.example.com|Customer total|52772||01/01/1998||I
2702|Jacqueline|Hanes|F|1979|single|37 East Santa Monica Street|63627|Keighley|51722|England - West Yorkshire|52594|52789|641-584-2824|B: 30,000 - 49,999|1500|Hanes@company.example.com|Customer total|52772||01/01/1998||A
