27220|Zoe|Eagle|M|1956|married|87 East Garfield Avenue|74553|Voorburg|52443|Zuid-Holland|52771|52770|678-348-8748|G: 130,000 - 149,999|5000|Eagle@company.example.com|Customer total|52772||01/01/1998||I
30775|Zoe|Eagle|M|1941||87 South Thayer Avenue|33529|Londrina|51804|Parana|52698|52775|128-531-2752|G: 130,000 - 149,999|15000|Eagle@company.example.com|Customer total|52772||01/01/1998||I
34330|Zoe|Eagle|M|1946|single|97 North Johnston Avenue|69987|Blumenau|51201|Santa Catarina|52734|52775|699-632-8071|G: 130,000 - 149,999|5000|Eagle@company.example.com|Customer total|52772||01/01/1998||I
36109|Zoe|Isaacs|M|1978||107 Conecuh Avenue|49682|Waddinxveen|52490|Zuid-Holland|52771|52770|611-552-3184|G: 130,000 - 149,999|10000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
39664|Zoe|Isaacs|M|1949|single|107 North Rusk Avenue|32144|Georgetown|51579|Penang|52700|52769|185-348-3415|G: 130,000 - 149,999|5000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
43219|Zoe|Isaacs|M|1951|married|117 West Garfield Avenue|54148|Maastricht|51889|Limburg|52646|52770|489-531-8558|G: 130,000 - 149,999|5000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
25402|Zoe|Isaacs|M|1974||17 West Mcclain Court|60332|Ede|51442|Gelderland|52610|52770|300-531-7388|G: 130,000 - 149,999|10000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
46998|Zoe|Isaacs|M|1967|single|27 East Boulder Boulevard|55406|Hoofddorp|51669|Noord-Holland|52683|52770|493-632-9246|G: 130,000 - 149,999|3000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
50553|Zoe|Isaacs|M|1951|married|27 South Owen Boulevard|34077|Schimmert|52297|Limburg|52646|52770|175-796-4790|G: 130,000 - 149,999|5000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
4109|Zoe|Isaacs|M|1958||37 North Conecuh Street|72996|Scheveningen|52296|Zuid-Holland|52771|52770|131-465-9394|G: 130,000 - 149,999|10000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
7664|Zoe|Isaacs|M|1985|single|47 East Rusk Road|49528|Mumbai Bombay|51932|Maharashtra|52660|52771|367-428-5536|G: 130,000 - 149,999|3000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
11220|Zoe|Isaacs|M|1976|married|57 Garfield Drive|83786|Nagoya|51971|Aichi|52543|52782|305-552-7229|G: 130,000 - 149,999|5000|Isaacs@company.example.com|Customer total|52772||01/01/1998||A
14776|Zoe|Isaacs|M|1964||57 North Thayer Drive|70337|Arnemuiden|51070|Zeeland|52770|52770|401-348-3318|G: 130,000 - 149,999|10000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
18331|Zoe|Isaacs|M|1942|single|67 West Johnston Avenue|77862|Marum|51903|Groningen|52612|52770|628-531-1841|G: 130,000 - 149,999|5000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
21886|Zoe|Isaacs|M|1977|married|77 York Avenue|48907|Kampen|51716|Overijssel|52692|52770|339-632-8682|G: 130,000 - 149,999|5000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
25442|Zoe|Isaacs|M|1949||77 South Mcclain Avenue|75214|Mar del Plata|51899|Buenos Aires|52566|52773|575-796-4600|G: 130,000 - 149,999|15000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
28998|Zoe|Isaacs|M|1950|single|87 North Boulder Avenue|81402|Lelystad|51793|Flevopolder|52599|52770|346-465-4371|G: 130,000 - 149,999|3000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
32553|Zoe|Isaacs|M|1946|married|97 East Owen Avenue|75161|Groesbeek|51592|Gelderland|52610|52770|136-428-3047|G: 130,000 - 149,999|7000|Isaacs@company.example.com|Customer total|52772||01/01/1998||I
38776|Zuri|Cherry|M|1950|married|107 West Theatre Avenue|65891|Aalen|51042|Baden-Wuerttemberg|52559|52776|609-212-9052|E: 90,000 - 109,999|1500|Cherry@company.example.com|Customer total|52772||01/01/1998||I
42332|Zuri|Cherry|M|1953||117 East Jones Avenue|43496|Cap d'Antibes, Le|51313|Provence-Alpes-Cote d'Azur|52701|52779|574-402-6038|E: 90,000 - 109,999|7000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
16524|Zuri|Cherry|M|1947||17 East Oxford Court|90953|Holyrood|51667|KS|52630|52790|127-402-6696|E: 90,000 - 109,999|9000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
46110|Zuri|Cherry|M|1947|married|27 Cook Boulevard|37281|Danville|51379|MO|52657|52790|317-680-7877|E: 90,000 - 109,999|1500|Cherry@company.example.com|Customer total|52772||01/01/1998||I
49665|Zuri|Cherry|M|1944||27 North Rutherford Boulevard|74673|Duncan|51402|SC|52722|52790|481-278-2350|E: 90,000 - 109,999|7000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
3221|Zuri|Cherry|M|1961||37 West Garland Street|34547|Hatfield|51652|WI|52760|52790|644-205-3236|E: 90,000 - 109,999|9000|Cherry@company.example.com|Customer total|52772||01/01/1998||A
6777|Zuri|Cherry|M|1967|married|47 Theatre Road|40696|Atwood|51079|KS|52630|52790|189-556-5563|E: 90,000 - 109,999|1500|Cherry@company.example.com|Customer total|52772||01/01/1998||A
10332|Zuri|Cherry|M|1938||47 South Jones Road|84937|Cottbus|51342|Brandenburg|52563|52776|664-643-2293|E: 90,000 - 109,999|7000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
13888|Zuri|Cherry|M|1941||57 West Yosemite Drive|85551|Goodhope|51587|IL|52619|52790|431-212-7816|E: 90,000 - 109,999|9000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
905|Gordon|Spence|M|1932|divorced|9567 Donated Boulevard|53574|Almere|51057|Flevopolder|52599|52770|(665) 610-1481|I: 170,000 - 189,999|10000|gordon.spence@company2.example.com|Customer total|52772||01/01/1998||A
577|Griffith|Rohrback|M|1953|married|7763 Floppies Circle|78088|Alicante|51051|Alicante|52544|52778|(784) 956-1437|F: 110,000 - 129,999|7000|griffith.rohrback@company2.example.com|Customer total|52772||01/01/1998||I
769|Guido|Utterback|M|1948|married|8419 Darlington Street|60423|Clisson|51333|Pays de la Loire|52699|52779|(308) 785-1842|H: 150,000 - 169,999|9000|guido.utterback@company2.example.com|Customer total|52772||01/01/1998||A
629|Guthrey|Barkley|M|1954||865 Resumable Drive|35402|Hamburg|51648|Hamburg|52616|52776|(387) 458-1947|F: 110,000 - 129,999|7000|guthrey.barkley@company2.example.com|Customer total|52772||01/01/1998||A
695|Guthrey|Krider|M|1951|single|7162 Despots Drive|51291|Geleen|51577|Limburg|52646|52770|(232) 410-2747|K: 250,000 - 299,999|11000|guthrey.krider@company2.example.com|Customer total|52772||01/01/1998||I
918|Guy|Hooker|M|1924|single|2860 Obeyed Turnpike|54249|Belmont, MI|51177|MI|52654|52790|(780) 790-5271|E: 90,000 - 109,999|5000|guy.hooker@company2.example.com|Customer total|52772||01/01/1998||A
275|Gwynne|Stark|F|1932|single|2300 Kisses Circle|71467|Rostock|52175|Mecklenburg-Vorpommern|52662|52776|(275) 654-4641|C: 50,000 - 69,999|3000|gwynne.stark@company2.example.com|Customer total|52772||01/01/1998||A
675|Hal|Dickson|M|1941|married|8357 Pinpointing Drive|82774|Kent|51724|CT|52572|52790|(489) 826-7096|C: 50,000 - 69,999|3000|hal.dickson@company2.example.com|Customer total|52772||01/01/1998||A
800|Hal|Helms|M|1925|divorced|7613 Forego Turnpike|52602|Blountstown|51200|FL|52595|52790|(589) 593-5012|J: 190,000 - 249,999|10000|hal.helms@company2.example.com|Customer total|52772||01/01/1998||A
1052|Hale|Orrson|M|1946|divorced|3788 Smooth Turnpike|63033|Groningen|51593|Groningen|52612|52770|(659) 609-4588|E: 90,000 - 109,999|5000|hale.orrson@company2.example.com|Customer total|52772||01/01/1998||I
649|Hardy|Burgess|M|1984|single|9296 Fatality Street|77287|Kuala Lumpur|51739|Kuala Lumpur|52639|52769|(221) 883-6449|D: 70,000 - 89,999|3000|hardy.burgess@company2.example.com|Customer total|52772||01/01/1998||A
586|Harold|Farley|M|1948|married|530 Asp Street|67843|Arbuckle|51069|CA|52567|52790|(254) 367-8749|I: 170,000 - 189,999|10000|harold.farley@company2.example.com|Customer total|52772||01/01/1998||A
210|Harriett|Quinlan|F|1928|married|5546 Suspenders Turnpike|53123|Alphen aan den Rijn|51059|Zuid-Holland|52771|52770|(666) 405-9131|H: 150,000 - 169,999|9000|harriett.quinlan@company2.example.com|Customer total|52772||01/01/1998||A
237|Harriett|Cook|F|1963|married|11464 Reinforce Street|88997|Gdansk|51576|Gdansk|52609|52786|(215) 956-8751|H: 150,000 - 169,999|9000|harriett.cook@company2.example.com|Customer total|52772||01/01/1998||I
258|Harriett|Fernandez|F|1989|single|2768 Slouch Street|63033|Groningen|51593|Groningen|52612|52770|(285) 881-3368|F: 110,000 - 129,999|7000|h.fernandez@company2.example.com|Customer total|52772||01/01/1998||A
6|Harriett|Charles|F|1925|single|9418 Veto Avenue|77287|Kuala Lumpur|51739|Kuala Lumpur|52639|52769|(682) 732-7260|A: Below 30,000|1500|harriett.charles@company2.example.com|Customer total|52772||01/01/1998||A
766|Harry|Farley|M|1951|widow|11426 Matters Circle|74673|Duncan|51402|SC|52722|52790|(495) 239-8637|G: 130,000 - 149,999|7000|harry.farley@company2.example.com|Customer total|52772||01/01/1998||A
233|Hattie|Kindrid|F|1943|divorced|9033 Wails Street|61555|Bath|51168|England - Avon|52588|52789|(222) 432-4511|G: 130,000 - 149,999|7000|hattie.kindrid@company2.example.com|Customer total|52772||01/01/1998||I
417|Heather|Schooler|F|1927|divorced|10076 Lambda Lane|91105|Forest Heights|51511|MD|52652|52790|(366) 405-3427|F: 110,000 - 129,999|7000|heather.schooler@company2.example.com|Customer total|52772||01/01/1998||A
762|Hector|Zimmerman|M|1937||5101 Industrialists Turnpike|62706|Antony|51067|Ile-de-France|52623|52779|(566) 336-3169|F: 110,000 - 129,999|7000|hector.zimmerman@company2.example.com|Customer total|52772||01/01/1998||I
543|Hedda|Seluna|F|1973|single|809 Williams Turnpike|41579|Enschede|51453|Overijssel|52692|52770|(531) 785-4569|D: 70,000 - 89,999|3000|hedda.seluna@company2.example.com|Customer total|52772||01/01/1998||I
134|Heidi|Kidwell|F|1968|married|11982 Obeys Turnpike|78618|Berea|51180|KY|52632|52790|(396) 712-3573|J: 190,000 - 249,999|10000|heidi.kidwell@company2.example.com|Customer total|52772||01/01/1998||A
195|Heidi|Curr|F|1970|single|3923 Meat Avenue|67111|Szczecin|52337|Szczecin|52742|52786|(624) 417-2580|C: 50,000 - 69,999|3000|heidi.curr@company2.example.com|Customer total|52772||01/01/1998||I
58|Heidi|Schmidt|F|1970|divorced|9243 Popularity Lane|74102|Melbourne|51907|Victoria|52756|52774|(468) 280-6561|A: Below 30,000|1500|heidi.schmidt@company2.example.com|Customer total|52772||01/01/1998||A
444|Helga|Drumm|F|1979|married|10258 Respectably Drive|88512|Blackrock|51196|Dublin|52580|52772|(337) 749-5161|F: 110,000 - 129,999|7000|helga.drumm@company2.example.com|Customer total|52772||01/01/1998||A
1076|Henry|Starr|M|1983|married|10938 Sobering Circle|90304|Holden|51665|WV|52762|52790|(727) 298-8077|D: 70,000 - 89,999|3000|henry.starr@company2.example.com|Customer total|52772||01/01/1998||I
677|Henry|Seligman|M|1973|widow|7534 Saplings Boulevard|73630|Karlslunde|51717|Roskilde|52715|52777|(666) 513-9387|D: 70,000 - 89,999|3000|henry.seligman@company2.example.com|Customer total|52772||01/01/1998||A
774|Henry|Dunbar|M|1936|married|1581 Macdonald Circle|53123|Alphen aan den Rijn|51059|Zuid-Holland|52771|52770|(366) 817-7747|K: 250,000 - 299,999|11000|henry.dunbar@company2.example.com|Customer total|52772||01/01/1998||I
921|Herman|Posthumus|M|1964|divorced|5356 Velocities Boulevard|63488|Sydney|52334|New South Wales|52680|52774|(782) 792-3045|F: 110,000 - 129,999|7000|herman.posthumus@company2.example.com|Customer total|52772||01/01/1998||A
939|Hewett|Clatterbuck|M|1990|single|9496 Hairs Drive|84937|Cottbus|51342|Brandenburg|52563|52776|(431) 689-2878|B: 30,000 - 49,999|1500|h.clatterbuck@company2.example.com|Customer total|52772||01/01/1998||I
1105|Hiram|Group|M|1950|single|4444 Marshaling Street|43209|Aix-en-Provence|51046|Provence-Alpes-Cote d'Azur|52701|52779|(469) 796-4071|E: 90,000 - 109,999|5000|hiram.group@company2.example.com|Customer total|52772||01/01/1998||I
248|Holly|Seimore|F|1928||5631 Overhears Drive|39113|Lancaster|51786|NH|52668|52790|(700) 843-8477|C: 50,000 - 69,999|3000|holly.seimore@company2.example.com|Customer total|52772||01/01/1998||A
277|Holly|Kindrid|F|1931|divorced|307 Maddest Street|89000|Wadsworth|52491|NV|52678|52790|(630) 863-8824|D: 70,000 - 89,999|3000|holly.kindrid@company2.example.com|Customer total|52772||01/01/1998||A
929|Holt|Klesser|M|1938|married|9113 Shrimp Boulevard|39245|Brisbane|51218|Queensland|52703|52774|(435) 797-5367|H: 150,000 - 169,999|9000|holt.klesser@company2.example.com|Customer total|52772||01/01/1998||A
250|Honey|Rattcliffe|F|1982|single|7895 Antagonist Street|67111|Szczecin|52337|Szczecin|52742|52786|(430) 489-1565|D: 70,000 - 89,999|3000|honey.rattcliffe@company2.example.com|Customer total|52772||01/01/1998||I
624|Horatio|Minsky|M|1975|single|6771 Lovelies Street|62356|Limerick|51797|Limerick|52647|52772|(757) 761-1827|E: 90,000 - 109,999|5000|horatio.minsky@company2.example.com|Customer total|52772||01/01/1998||A
666|Woodrow|Lazar|M|1952|divorced|6607 Noreen Street|38931|Cape Town|51315|South Africa|52740|52791|(591) 969-9515|J: 190,000 - 249,999|10000|woodrow.lazar@company2.example.com|Customer total|52772||01/01/1998||I
890|Woodrow|Riffken|M|1932|divorced|8412 Baptiste Street|35228|Bad Schwartau|51156|Schleswig-Holstein|52736|52776|(315) 742-9710|E: 90,000 - 109,999|5000|woodrow.riffken@company2.example.com|Customer total|52772||01/01/1998||A
596|Woodward|Newsome|M|1974|married|1344 Lashing Street|57008|Berlin|51183|Berlin|52562|52776|(610) 722-9735|D: 70,000 - 89,999|3000|woodward.newsome@company2.example.com|Customer total|52772||01/01/1998||A
609|Wylie|Gentle|M|1952||10867 Sighing Drive|86319|Salamanca|52286|Salamanca|52733|52778|(624) 632-1947|H: 150,000 - 169,999|9000|wylie.gentle@company2.example.com|Customer total|52772||01/01/1998||A
305|Wynnee|Rudder|F|1982|single|8957 Packaging Street|30331|Forestville|51512|OH|52688|52790|(328) 714-9498|E: 90,000 - 109,999|5000|wynnee.rudder@company2.example.com|Customer total|52772||01/01/1998||A
587|Xenos|Welsh|M|1957|divorced|2841 Wehr Street|30662|Quimper|52119|Brittany|52565|52779|(685) 431-1389|J: 190,000 - 249,999|10000|xenos.welsh@company2.example.com|Customer total|52772||01/01/1998||I
829|Xylon|Tiffany|M|1937|married|4065 Strongheart Drive|61224|Braunschweig|51214|Niedersachsen|52681|52776|(756) 581-6892|L: 300,000 and above|11000|xylon.tiffany@company2.example.com|Customer total|52772||01/01/1998||A
317|Yachi|Thomas|F|1939||617 Mend Lane|90285|Hyderabad|51673|Andhra Pradesh|52547|52771|(489) 451-1435|H: 150,000 - 169,999|9000|yachi.thomas@company2.example.com|Customer total|52772||01/01/1998||I
631|Yates|Dickson|M|1974|married|5947 Kenya Street|47876|Bordeaux|51208|Aquitaine|52548|52779|(406) 973-1264|F: 110,000 - 129,999|7000|yates.dickson@company2.example.com|Customer total|52772||01/01/1998||I
773|York|Beiers|M|1931|single|9209 Renaults Turnpike|62356|Limerick|51797|Limerick|52647|52772|(553) 962-3941|J: 190,000 - 249,999|10000|york.beiers@company2.example.com|Customer total|52772||01/01/1998||A
987|York|Raimey|M|1973|single|897 Freshened Street|46274|Adelaide|51045|South Australia|52741|52774|(341) 841-7590|K: 250,000 - 299,999|11000|york.raimey@company2.example.com|Customer total|52772||01/01/1998||A
21|Yuri|Finch|F|1975|single|11418 Sommerfeld Street|37962|Fort William|51515|Scotland - Highlands and Islands|52737|52789|(419) 435-9423|G: 130,000 - 149,999|7000|yuri.finch@company2.example.com|Customer total|52772||01/01/1998||I
100|Yvette|Mossberg|F|1951|widow|3232 Maximize Circle|59272|San Carlos de Bariloche|52288|Rio Negro|52712|52773|(559) 461-8982|G: 130,000 - 149,999|7000|yvette.mossberg@company2.example.com|Customer total|52772||01/01/1998||A
522|Yvette|German|F|1960|married|8485 Petition Circle|30331|Forestville|51512|OH|52688|52790|(253) 224-8658|F: 110,000 - 129,999|7000|yvette.german@company2.example.com|Customer total|52772||01/01/1998||A
535|Yvette|Austin|F|1961|married|3245 Befouled Street|59200|Diss|51390|England - Norfolk|52591|52789|(719) 217-2263|L: 300,000 and above|11000|yvette.austin@company2.example.com|Customer total|52772||01/01/1998||I
287|Yvonne|Lauderdale|F|1923|married|4699 Albrecht Boulevard|42859|Assen|51074|Drenthe|52579|52770|(207) 348-4062|G: 130,000 - 149,999|7000|yvonne.lauderdale@company2.example.com|Customer total|52772||01/01/1998||A
1077|Zaccheus|Sizemore|M|1937||11196 Valve Circle|39113|Lancaster|51786|NH|52668|52790|(581) 493-4915|E: 90,000 - 109,999|5000|zaccheus.sizemore@company2.example.com|Customer total|52772||01/01/1998||I
638|Zaccheus|Larrock|M|1967||6204 Shining Drive|39113|Lancaster|51786|NH|52668|52790|(347) 310-5360|I: 170,000 - 189,999|10000|zaccheus.larrock@company2.example.com|Customer total|52772||01/01/1998||A
968|Zaccheus|Zoldos|M|1978||9782 Anthology Boulevard|89503|Bolivar|51203|TX|52745|52790|(414) 407-5808|D: 70,000 - 89,999|3000|zaccheus.zoldos@company2.example.com|Customer total|52772||01/01/1998||A
858|Zachary|Colven|M|1926|married|1871 Panaceas Drive|57579|Dingle|51389|Kerry|52637|52772|(548) 679-1758|B: 30,000 - 49,999|1500|zachary.colven@company2.example.com|Customer total|52772||01/01/1998||A
407|Zandra|Kruger|F|1971|married|3397 Beamer Street|39444|Aalborg|51041|North Jutland|52685|52777|(415) 298-9645|C: 50,000 - 69,999|3000|zandra.kruger@company2.example.com|Customer total|52772||01/01/1998||A
1055|Zebedee|Nary|M|1940|single|11635 Justified Street|39113|Lancaster|51786|NH|52668|52790|(708) 690-8746|F: 110,000 - 129,999|7000|zebedee.nary@company2.example.com|Customer total|52772||01/01/1998||I
1014|Zebulon|Patterson|M|1978|married|9612 Cheerily Drive|51291|Geleen|51577|Limburg|52646|52770|(744) 369-7250|K: 250,000 - 299,999|11000|zebulon.patterson@company2.example.com|Customer total|52772||01/01/1998||I
731|Zed|Westman|M|1956|married|3192 Squeezes Circle|76836|Amersfoort|51062|Utrecht|52750|52770|(649) 221-7196|E: 90,000 - 109,999|5000|zed.westman@company2.example.com|Customer total|52772||01/01/1998||A
822|Zel|Pollard|M|1970|single|6356 Rebellious Street|40125|Katowice|51720|Katowice|52635|52786|(604) 401-1210|H: 150,000 - 169,999|9000|zel.pollard@company2.example.com|Customer total|52772||01/01/1998||I
64|Zillah|Ferris|F|1954|single|8797 Validated Street|52773|Santos|52293|Sao Paulo|52735|52775|(420) 835-7685|D: 70,000 - 89,999|3000|zillah.ferris@company2.example.com|Customer total|52772||01/01/1998||A
373|Zuri|Shepphard|F|1974|married|9311 Piano Turnpike|82774|Kent|51724|CT|52572|52790|(241) 251-1723|I: 170,000 - 189,999|10000|zuri.shepphard@company2.example.com|Customer total|52772||01/01/1998||A
140|Zylia|Linden|F|1960||3592 Tims Street|78769|Wroclaw|52517|Wroclaw|52767|52786|(730) 981-3115|B: 30,000 - 49,999|1500|zylia.linden@company2.example.com|Customer total|52772||01/01/1998||I
513|Zylina|Zoldos|F|1981|widow|7861 Electric Street|33065|Blackduck|51195|MN|52656|52790|(648) 611-4867|C: 50,000 - 69,999|3000|zylina.zoldos@company2.example.com|Customer total|52772||01/01/1998||A
17443|Zuri|Cherry|M|1949|married|67 East Mccone Avenue|31685|Syracuse|52336|NE|52666|52790|504-402-1609|E: 90,000 - 109,999|1500|Cherry@company.example.com|Customer total|52772||01/01/1998||I
20998|Zuri|Cherry|M|1968||77 Bourbon Avenue|39444|Aalborg|51041|North Jutland|52685|52777|350-680-2792|E: 90,000 - 109,999|7000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
24555|Zuri|Cherry|M|1959||77 North Oxford Avenue|46744|Weissport|52501|PA|52693|52790|324-278-1742|E: 90,000 - 109,999|9000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
28110|Zuri|Cherry|M|1970|married|87 West Cook Avenue|46063|Long Meadow|51805|MD|52652|52790|196-205-8965|E: 90,000 - 109,999|1500|Cherry@company.example.com|Customer total|52772||01/01/1998||I
31665|Zuri|Cherry|M|1964||97 Rutherford Avenue|40453|North Carrollton|51989|MS|52658|52790|695-556-9166|E: 90,000 - 109,999|7000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
35221|Zuri|Cherry|M|1981||97 South Garland Avenue|81522|Gays|51575|IL|52619|52790|645-643-3197|E: 90,000 - 109,999|9000|Cherry@company.example.com|Customer total|52772||01/01/1998||I
36999|Zuri|Cummins|M|1937||107 East Bourbon Avenue|38763|Haiku-Pauwela|51645|HI|52615|52790|624-278-2262|E: 90,000 - 109,999|7000|Cummins@company.example.com|Customer total|52772||01/01/1998||I
40554|Zuri|Cummins|M|1945||107 South Oxford Avenue|34386|Eunice|51458|NM|52671|52790|670-205-7359|E: 90,000 - 109,999|9000|Cummins@company.example.com|Customer total|52772||01/01/1998||I
44109|Zuri|Cummins|M|1963|married|117 North Cook Avenue|79690|Chieflake|51325|WI|52760|52790|617-556-2453|E: 90,000 - 109,999|1500|Cummins@company.example.com|Customer total|52772||01/01/1998||I
34301|Zuri|Cummins|M|1935||17 North Jones Court|74050|Glennie|51584|MI|52654|52790|108-556-9863|E: 90,000 - 109,999|7000|Cummins@company.example.com|Customer total|52772||01/01/1998||I
47888|Zuri|Cummins|M|1940||27 East Yosemite Boulevard|41377|Saint-Malo|52284|Brittany|52565|52779|348-643-6466|E: 90,000 - 109,999|9000|Cummins@company.example.com|Customer total|52772||01/01/1998||I
1444|Zuri|Cummins|M|1939|married|37 Mccone Street|50799|Mainz|51893|Rheinland-Pfalz|52710|52776|561-212-7780|E: 90,000 - 109,999|1500|Cummins@company.example.com|Customer total|52772||01/01/1998||A
4999|Zuri|Cummins|M|1960||37 South Bourbon Street|39634|Hillcrest Heights|51661|MD|52652|52790|583-402-6208|E: 90,000 - 109,999|7000|Cummins@company.example.com|Customer total|52772||01/01/1998||A
8554|Zuri|Cummins|M|1979||47 West Oxford Road|52893|Bamberg|51162|Bayern|52561|52776|307-680-7882|E: 90,000 - 109,999|9000|Cummins@company.example.com|Customer total|52772||01/01/1998||I
12109|Zuri|Cummins|M|1936|married|57 East Cook Drive|53924|Gardanne|51572|Provence-Alpes-Cote d'Azur|52701|52779|463-278-2325|E: 90,000 - 109,999|1500|Cummins@company.example.com|Customer total|52772||01/01/1998||I
15666|Zuri|Cummins|M|1966||57 South Rutherford Drive|54495|Shoreview|52311|MN|52656|52790|233-205-7698|E: 90,000 - 109,999|7000|Cummins@company.example.com|Customer total|52772||01/01/1998||I
19221|Zuri|Cummins|M|1982||67 North Garland Avenue|36933|West Wood|52505|KY|52632|52790|487-556-3589|E: 90,000 - 109,999|9000|Cummins@company.example.com|Customer total|52772||01/01/1998||I
48746|Zuri|Cummins|M|1946|married|7 South Theatre Circle|56100|Jena|51696|Thueringen|52746|52776|502-205-2228|E: 90,000 - 109,999|1500|Cummins@company.example.com|Customer total|52772||01/01/1998||I
22776|Zuri|Cummins|M|1938|married|77 East Theatre Avenue|30331|Forestville|51512|OH|52688|52790|298-643-9030|E: 90,000 - 109,999|1500|Cummins@company.example.com|Customer total|52772||01/01/1998||I
